Reference bit,dirty bit,age,access count,replace
0,0,17,7454,0
0,1,6,7453,1
0,0,1,7452,0
0,0,11,112,1
0,0,11,7450,1
0,0,19,7449,0
0,0,5,7448,0
0,1,10,7447,1
0,0,14,7446,1
0,0,12,7445,1
0,0,2,7444,1
0,0,16,7443,0
0,0,3,7442,1
0,0,3,7441,1
0,0,7,519,1
0,0,7,7439,1
0,0,4,7438,0
1,1,4,44,1
0,0,13,7436,1
0,0,19,7435,1
0,0,12,7434,1
0,0,8,7433,1
0,1,20,7432,1
0,0,5,7431,0
0,0,9,7430,1
1,0,15,5233,1
0,0,19,7428,1
0,0,2,7427,1
0,0,17,7426,0
1,0,7,7425,1
0,0,8,7424,0
0,0,9,7423,1
0,0,14,7422,0
0,0,4,7421,0
0,1,20,7420,1
0,0,1,7419,1
0,0,2,7418,0
0,0,18,7417,1
0,0,3,7416,1
0,0,11,7415,1
0,0,3,7414,1
0,0,11,7413,1
0,0,16,7412,0
0,0,17,7411,0
0,0,13,7410,1
0,0,20,7409,0
0,0,7,7408,1
0,0,11,7407,0
0,0,7,7406,1
0,0,15,7405,0
0,0,11,7404,1
0,0,17,7403,0
0,0,11,7402,1
0,1,10,7401,1
1,0,5,6079,1
0,0,10,7399,1
0,0,10,2209,1
0,0,2,7397,1
0,1,6,7396,0
0,0,13,7395,0
0,0,20,7394,1
0,0,6,7393,0
0,0,15,7392,1
0,0,10,7391,0
0,0,12,7390,1
0,0,14,7389,1
1,1,7,4234,1
0,1,19,7387,1
0,0,17,7386,0
0,0,11,7385,1
0,0,16,7384,1
0,0,1,7383,1
0,1,13,7382,1
0,0,10,7381,1
0,0,6,7380,1
0,0,20,7379,0
0,0,16,7378,1
0,0,12,7377,1
0,1,5,7376,1
1,0,2,6487,0
0,0,13,7374,1
0,1,9,7373,1
0,0,13,2712,1
0,1,3,7371,1
0,0,19,7370,0
0,1,12,7369,1
0,0,2,7368,1
0,0,3,7367,1
0,0,17,7366,0
0,0,8,576,1
0,0,7,7364,0
0,0,13,7363,1
0,0,9,7362,0
0,0,9,7361,1
0,0,16,7360,1
0,0,6,7359,0
0,0,12,7358,1
1,0,11,5597,1
0,0,1,7356,0
0,0,16,7355,0
0,0,12,7354,0
0,1,7,7353,1
0,0,19,7352,1
0,0,11,7351,1
0,0,13,7350,1
0,0,18,7349,1
0,0,18,7348,1
0,0,3,3334,1
0,0,4,7346,1
0,0,10,7345,0
0,0,6,7344,1
0,0,8,1498,1
1,0,4,7342,1
0,1,9,7341,1
0,0,20,7340,0
0,0,18,7339,0
0,0,13,7338,1
0,0,16,7337,1
0,0,2,7336,1
0,0,20,7335,0
0,1,12,7334,1
0,0,16,7333,1
0,0,14,7332,1
0,0,6,7331,1
0,0,4,7330,1
0,0,19,7329,1
0,0,6,7328,1
0,0,6,6753,1
0,0,12,7326,0
0,0,1,7325,1
1,0,10,6542,1
0,0,8,7323,1
0,0,10,7322,0
0,0,19,7321,0
0,0,17,7320,1
0,0,16,7319,0
0,0,5,7318,1
0,0,11,7317,0
0,1,5,7316,1
0,0,4,7315,0
0,0,12,7314,1
0,0,20,7313,1
0,1,7,7312,1
0,0,11,7311,1
0,0,6,4939,0
0,0,2,7309,1
0,0,9,7308,1
0,0,12,7307,1
0,0,11,7306,1
0,0,2,7305,1
0,0,6,7304,1
0,0,12,7303,1
1,0,6,2933,1
1,0,9,518,1
1,0,8,7300,0
0,0,17,3243,1
0,0,4,7298,1
1,0,12,7297,0
0,0,5,7296,0
0,0,5,7295,1
0,0,16,7294,1
0,0,10,7293,0
0,0,1,7292,1
0,1,17,7291,0
0,0,7,7290,1
0,0,12,7289,0
0,0,19,7288,1
1,0,17,7287,0
0,0,5,7286,0
0,0,18,4127,1
0,0,20,1469,1
0,0,10,7283,1
0,0,9,7282,0
0,0,20,7281,1
0,0,6,7280,1
0,0,14,409,1
0,1,5,7278,1
0,0,20,7277,1
0,0,16,7276,1
0,1,10,7275,1
0,0,16,7274,1
0,0,14,7273,0
0,0,15,7272,1
0,0,6,4392,1
0,0,3,7270,1
0,0,17,7269,1
0,0,11,7268,1
1,0,15,7055,0
1,0,1,3126,1
0,0,18,7265,0
0,0,3,7264,0
1,0,10,2063,0
0,0,19,7262,1
0,0,7,7261,1
0,0,20,7260,1
0,1,10,7259,1
0,0,14,7258,0
1,1,6,200,0
0,0,12,7256,1
0,0,17,7255,1
0,0,18,7254,0
0,0,5,7253,1
0,0,4,7252,1
0,0,2,7251,1
1,0,2,7250,1
0,0,8,7249,1
0,0,13,7248,0
0,0,12,7247,1
0,0,8,7246,1
0,1,4,7245,1
0,0,11,7244,0
0,0,6,7243,0
0,0,2,7242,1
0,1,4,7241,1
0,0,3,7240,1
0,1,10,7239,1
0,1,15,7238,0
0,0,13,7237,1
0,0,8,7236,1
0,1,11,7235,1
0,0,9,7234,1
0,0,10,7233,1
0,0,7,7232,1
0,0,3,7231,1
0,0,19,2460,1
0,1,1,7229,1
0,0,10,7228,1
1,0,5,2424,0
0,1,11,7226,0
0,0,10,7225,1
0,0,10,7224,0
0,0,17,7223,1
0,0,17,7222,1
0,0,11,7221,1
0,0,7,7220,0
0,0,19,7219,1
0,0,18,7218,1
0,0,3,7217,1
0,0,6,7216,1
0,0,17,7215,1
0,0,4,7214,0
0,0,20,6002,1
0,0,6,7212,1
0,1,14,7211,1
0,0,3,7210,0
1,0,19,7209,1
0,0,6,7208,1
0,0,7,7207,1
0,0,18,7206,0
0,1,5,7205,0
0,0,10,7204,1
0,0,12,7203,1
0,0,6,7202,1
0,0,15,7201,1
1,0,20,1470,1
0,0,7,7199,0
0,0,17,7198,0
0,1,19,7197,0
0,0,5,7196,1
0,0,19,7195,0
0,0,4,7194,1
0,0,7,7193,1
0,0,4,3069,1
0,0,15,7191,1
0,0,20,7190,0
0,0,8,7189,1
0,0,3,7188,1
0,1,7,7187,0
0,0,8,7186,1
0,0,12,7185,0
0,1,15,7184,0
1,1,13,1763,1
0,0,7,7182,1
1,0,4,7010,1
1,0,4,7180,1
0,0,14,7179,0
0,0,10,7178,1
0,0,17,7177,0
0,0,19,7176,0
0,0,7,7175,1
0,0,20,7174,1
0,0,20,7173,0
0,1,14,7172,0
0,0,11,7171,1
0,0,12,7170,1
0,0,9,75,0
0,0,5,7168,1
1,0,16,4423,0
0,0,16,7166,0
0,1,5,7165,1
0,0,20,7164,0
0,0,14,7163,1
0,0,19,7162,0
0,0,15,7161,1
0,1,18,7160,0
0,0,3,7159,1
0,0,9,7158,1
0,0,15,7157,0
0,0,12,7156,1
0,0,10,7155,1
0,0,9,7154,1
0,0,17,7153,0
0,0,10,7152,0
0,0,11,7151,1
0,1,9,7150,1
0,0,10,7149,1
0,0,10,7148,0
0,0,5,7147,1
0,0,8,7146,1
0,0,7,7145,0
0,0,20,7144,1
0,0,6,7143,1
1,0,7,7142,0
0,0,7,7141,1
0,0,17,7140,1
0,0,3,7139,1
0,0,2,7138,1
0,0,18,7137,0
0,0,3,7136,1
1,0,5,921,1
0,0,4,7134,1
0,0,19,7133,1
0,0,4,7132,0
0,0,6,7131,0
0,0,15,7130,0
0,0,17,7129,1
1,0,9,1268,1
1,0,4,4005,0
0,0,16,7126,0
0,0,7,7125,1
0,0,18,7124,1
0,0,17,7123,1
0,0,8,725,1
0,0,3,7121,1
1,0,8,7120,1
0,0,1,7119,1
0,0,7,7118,0
0,0,5,7117,0
0,0,20,7116,0
0,0,10,7115,1
0,1,19,7114,1
0,0,3,7113,1
0,0,14,7112,1
1,0,10,5011,1
0,0,5,7110,1
0,0,16,7109,1
0,0,15,7108,0
0,0,16,7107,1
0,0,5,7106,1
0,1,16,7105,1
0,0,1,7104,1
0,0,14,7103,1
0,0,16,7102,0
0,0,1,7101,0
0,1,5,7100,0
0,0,17,7099,1
0,0,13,7098,1
0,0,12,7097,1
0,0,3,7096,1
0,1,13,3685,0
0,0,3,7094,0
0,0,13,7093,0
0,0,10,7092,0
0,0,17,7091,1
0,0,17,7090,0
0,0,20,7089,1
0,0,12,7088,1
0,0,14,7087,0
0,0,20,7086,1
1,0,15,765,1
0,0,3,7084,1
0,0,7,7083,1
0,0,14,7082,1
0,0,4,7081,1
0,0,15,7080,1
0,0,10,7079,1
0,1,9,7078,0
0,0,6,7077,1
0,0,6,7076,1
0,0,11,7075,1
0,0,10,7074,1
0,0,14,7073,1
0,0,14,7072,0
1,0,9,3688,1
0,0,11,7070,1
0,0,14,7069,1
1,0,16,749,1
0,0,6,7067,1
0,0,5,7066,0
0,0,10,7065,0
0,0,18,7064,0
1,1,11,1519,1
0,0,14,3513,1
0,0,3,7061,0
1,0,12,4986,1
0,0,2,7059,0
0,0,13,7058,1
0,0,5,7057,0
0,1,11,7056,1
0,0,4,7055,0
0,0,9,7054,1
0,0,13,1996,1
0,0,13,7052,0
1,1,7,985,0
0,0,13,7050,0
0,0,14,7049,1
0,0,11,7048,1
0,0,18,7047,1
0,0,12,7046,1
1,0,18,5334,1
0,0,7,7044,0
0,0,20,7043,1
0,0,14,7042,1
0,0,7,7041,1
1,0,12,2436,0
0,1,17,7039,0
0,0,5,7038,0
0,0,20,7037,1
0,0,8,7036,0
0,0,13,7035,1
0,0,20,7034,0
0,0,8,7033,1
0,1,18,7032,1
0,0,15,7031,1
0,0,19,7030,1
0,0,1,7029,1
0,0,19,7028,1
0,0,4,7027,0
0,0,7,7026,1
0,0,17,7025,0
0,0,2,7024,1
0,0,10,7023,1
0,0,5,7022,0
0,0,12,7021,1
0,0,19,7020,0
0,0,2,7019,0
0,0,3,7018,1
0,0,2,7017,1
0,0,7,7016,0
1,0,10,7015,0
0,0,7,7014,1
0,0,5,7013,1
0,0,15,3122,1
0,0,5,7011,1
0,0,10,7010,1
0,0,5,7009,1
0,0,2,7008,1
0,0,16,7007,1
0,0,20,7006,0
0,0,1,7005,1
0,0,18,7004,0
1,0,16,5286,1
0,0,2,7002,0
0,0,12,7001,0
0,0,11,7000,1
0,0,12,6999,1
0,1,17,6998,0
0,0,15,6997,1
0,0,17,6996,1
0,0,20,6995,1
0,0,12,6994,1
0,0,1,6993,1
0,0,19,6992,0
0,0,17,6991,1
0,0,20,6990,0
0,0,3,6989,0
0,0,2,6988,1
0,0,12,6987,0
0,0,1,6986,0
0,0,8,6116,1
0,0,12,6984,0
0,0,19,6983,1
0,1,1,6982,1
0,0,15,6981,0
0,0,7,6980,1
0,0,4,6378,0
0,0,10,6978,0
0,0,16,6977,1
0,0,2,6976,0
0,0,18,6975,1
0,0,12,6974,1
0,0,11,6973,1
0,1,2,6972,1
0,0,19,6971,1
0,0,12,6970,1
1,0,20,6969,1
0,0,12,6968,1
0,1,13,6967,1
0,0,16,6966,1
0,0,8,6965,1
0,0,4,6964,1
0,0,15,6963,1
0,0,11,6962,1
0,0,20,6961,1
0,0,14,6960,1
0,0,18,6959,1
0,1,2,6958,1
0,1,14,6957,0
0,0,2,6956,1
0,0,20,6955,1
0,0,18,6954,0
0,0,1,6953,1
0,0,11,6801,0
0,0,2,6951,1
0,0,6,6950,1
0,0,14,6949,1
0,0,10,6948,0
1,0,15,6947,1
0,0,17,6946,0
0,0,18,6945,0
0,0,18,6944,1
0,0,16,6943,1
0,0,5,6942,0
0,1,5,6941,1
0,0,7,6940,0
0,0,20,6939,0
0,0,5,6938,1
0,1,17,6937,1
0,0,16,6936,0
0,0,1,6935,1
0,0,7,1493,1
0,0,13,6933,1
1,1,10,1763,1
0,0,14,6931,0
0,0,11,6930,1
0,0,6,6929,1
0,0,8,6928,0
0,0,14,6927,1
0,0,1,6926,0
0,0,20,6925,1
0,1,1,6924,1
0,1,15,6923,1
0,0,10,6922,1
0,0,8,6921,0
0,0,8,6920,0
1,0,17,2555,1
0,0,1,6918,1
0,0,17,6917,1
0,0,20,6916,1
0,0,3,6915,0
0,0,18,6914,0
0,0,18,6913,1
0,0,19,6912,0
0,0,17,6911,1
0,1,4,6910,0
0,0,8,6909,1
0,0,20,6908,0
0,0,2,6907,1
0,0,5,6906,1
0,0,8,6905,1
1,1,17,932,1
0,1,14,6903,1
0,0,11,6902,0
0,0,7,6901,1
0,0,1,4285,1
0,0,17,6899,1
0,0,3,6898,0
0,0,20,6897,0
0,0,6,6896,0
0,0,12,6895,0
0,0,1,6894,1
0,0,6,6893,1
0,0,18,6892,1
0,0,20,6891,1
0,1,3,6890,1
1,0,9,6560,0
0,0,10,6888,1
0,0,8,6887,1
0,0,19,6886,0
0,0,5,6885,0
0,0,14,6884,0
0,0,19,6883,1
0,0,2,5790,1
0,0,19,6881,1
0,0,3,6880,1
0,0,1,6879,0
0,0,7,6878,0
0,0,15,6877,1
0,0,10,6876,0
0,0,16,6875,1
0,0,18,6874,1
0,0,11,6873,1
0,0,20,6872,1
0,0,13,6871,0
0,0,13,6870,1
0,0,12,6869,1
0,0,20,6868,1
0,0,20,6867,1
0,1,9,6866,1
0,0,20,6865,1
0,0,12,6864,1
0,0,17,6863,0
0,0,8,6862,1
0,0,20,6861,1
0,1,9,6860,1
0,0,11,6859,1
0,0,20,6858,1
0,1,6,6857,0
0,0,5,6856,1
0,0,10,6855,1
0,0,7,6854,0
0,0,13,6853,1
0,0,20,6852,0
0,0,12,6851,1
0,0,12,6850,1
0,0,18,1356,1
0,0,14,6848,1
0,0,18,5872,1
0,0,16,6846,1
0,0,15,6845,1
0,0,10,6844,1
0,0,6,6843,1
0,0,2,6842,1
0,0,11,6841,0
0,0,9,6840,1
0,1,5,6839,1
0,0,8,6838,0
0,1,15,6837,1
1,0,6,3309,1
0,0,10,6835,0
0,0,19,6834,1
0,0,17,6833,1
0,0,8,6832,1
0,0,13,6831,0
0,0,19,6830,1
0,0,2,6829,0
0,0,20,6828,0
0,0,15,6827,1
0,0,15,6826,1
0,0,20,6825,1
0,0,20,6824,0
1,0,10,6823,1
0,0,15,6822,1
0,0,16,6821,1
0,0,1,6820,1
0,0,4,6819,1
1,1,20,334,1
1,0,5,4124,1
0,0,5,6816,0
1,1,18,342,1
0,0,7,6814,1
0,1,6,6813,1
0,0,14,6812,0
0,0,19,6811,1
0,0,10,6810,0
0,0,7,6809,1
0,0,4,6808,1
0,0,8,6807,1
0,1,9,6806,1
0,0,9,736,0
0,0,1,6804,0
0,0,2,6803,1
0,0,14,6802,0
1,0,12,6801,1
0,0,5,6800,1
1,0,15,4292,0
0,0,10,6798,1
0,0,1,6797,1
0,0,6,6796,1
1,0,11,3275,0
0,0,1,6794,0
0,0,19,6793,1
0,0,12,6792,0
0,0,19,6791,1
0,0,4,6790,0
0,0,7,6789,1
0,0,13,6788,1
0,0,5,6787,1
0,0,19,6786,1
0,0,9,6785,1
0,0,17,6784,0
0,1,7,6783,0
0,0,12,6782,0
0,0,17,6781,1
1,0,15,1548,1
0,0,14,6779,1
1,0,3,65,0
0,0,16,6777,1
0,0,13,6776,1
0,0,16,6775,0
0,0,18,6774,0
0,0,1,6773,0
0,0,1,6772,1
0,0,4,6771,1
0,1,5,6770,1
0,0,9,6769,1
0,0,2,6768,0
0,0,15,6767,0
0,0,10,6766,0
0,0,12,6765,1
0,0,6,6764,0
0,0,6,6763,1
0,0,8,6762,0
0,1,13,6761,1
0,0,18,6760,1
0,0,20,6759,0
0,0,6,6758,0
0,0,14,6757,0
0,0,15,6756,0
0,0,4,4073,1
0,1,3,6754,1
1,0,13,6753,1
0,0,9,6752,0
0,0,17,6751,1
0,0,19,6750,0
0,0,6,6749,0
0,0,7,6748,1
0,0,10,6747,1
0,0,12,6746,0
0,0,4,6745,1
0,0,19,6744,1
0,0,6,6743,0
0,0,13,6742,0
0,0,17,6741,0
0,0,14,6740,0
0,0,20,6739,0
0,0,11,6738,0
0,0,19,6737,1
0,1,20,6736,1
0,0,6,6735,0
0,0,9,6734,1
1,1,2,151,1
0,0,11,6732,1
0,1,5,6731,0
0,0,1,6730,1
0,1,8,6729,1
0,0,19,6728,0
1,0,18,6727,0
1,1,9,2335,1
0,1,18,6725,1
0,0,9,6724,0
1,0,3,6495,1
0,0,5,6722,1
1,0,14,6721,1
1,1,17,3685,0
0,1,7,6719,1
0,0,12,6718,1
0,0,20,6717,1
0,0,17,6716,1
0,1,13,6715,1
0,0,17,6714,1
0,0,2,6713,1
0,0,11,6712,0
0,0,16,6711,1
0,0,7,6710,1
0,0,12,6709,1
0,0,17,6708,1
0,0,5,6707,1
0,0,19,6706,1
0,0,5,6705,1
0,0,5,6704,0
0,1,10,6703,1
0,0,12,6702,1
0,0,16,6701,0
0,0,7,6700,1
0,0,16,6699,0
0,0,7,6698,1
0,0,14,6697,1
0,1,18,6696,0
0,0,2,6695,0
0,0,7,6694,1
0,0,14,6693,0
0,0,18,6692,0
0,0,2,6691,1
0,0,9,6690,1
0,0,8,6689,1
0,0,6,6688,0
1,0,20,5135,1
0,0,5,6686,1
0,1,17,6685,1
0,0,3,6684,1
0,0,15,6683,1
0,0,3,6682,1
0,0,10,6681,1
0,0,16,6680,1
0,0,20,6679,0
0,0,15,6678,1
0,0,2,6677,1
0,0,11,6676,1
0,0,12,6675,0
0,0,11,6674,1
0,0,11,6673,1
0,0,11,6672,0
0,0,2,6671,1
1,1,3,151,1
1,1,17,1519,1
0,0,14,6668,1
0,0,6,6667,1
0,0,20,6666,1
0,0,12,6665,1
0,0,16,6664,1
0,0,17,6663,1
0,0,7,6662,0
0,1,12,6661,0
0,0,12,6660,1
0,1,17,6659,1
0,0,3,6658,1
0,0,7,6657,1
0,0,4,1283,0
0,0,6,6655,0
0,0,3,6654,1
0,0,18,6653,0
0,0,17,6652,1
0,0,19,6651,1
0,0,20,6650,1
0,0,3,6649,1
0,0,4,6648,1
0,0,17,6647,1
0,0,19,6646,1
0,0,7,6645,1
0,0,15,6166,1
0,1,8,6643,1
0,0,14,6642,1
0,0,18,6641,0
1,0,11,3772,0
0,0,17,6639,1
0,0,17,6638,1
0,0,5,6637,1
0,0,20,6636,1
0,1,4,6635,1
0,0,17,6634,1
0,0,15,6633,1
0,1,11,6632,0
0,0,19,6631,1
0,0,3,6630,0
0,0,12,6629,0
0,0,10,6628,1
0,0,9,6627,1
1,0,19,6626,1
0,0,4,5929,1
0,0,1,6624,0
0,0,18,6623,1
0,0,4,6622,1
0,0,4,6180,0
0,0,14,6620,1
0,0,3,6619,1
0,1,6,6618,1
0,0,7,6617,1
0,0,12,6616,1
0,0,14,6615,1
0,0,4,6614,1
0,0,18,6613,0
1,1,19,380,1
0,0,9,6611,1
1,0,3,5610,1
0,0,7,1383,1
0,0,5,6608,1
0,0,7,6607,1
0,0,18,6606,1
1,0,17,5274,1
0,0,16,6604,0
0,0,11,6603,1
0,0,16,6602,1
0,0,16,6601,1
0,0,10,6600,1
0,0,17,6599,1
1,0,14,6598,0
0,0,9,6597,0
0,1,19,6596,1
0,1,7,6595,1
0,0,19,6594,1
0,1,8,6593,0
0,0,19,6592,0
0,0,7,6591,1
0,0,3,6590,1
0,0,15,6589,1
0,1,11,6588,0
0,0,16,6587,1
0,0,5,3820,0
0,0,7,6585,1
0,0,5,6584,1
0,0,7,6583,0
0,0,18,6582,0
0,0,6,6581,1
0,1,19,6580,0
0,0,3,6579,1
0,0,1,6578,1
0,1,6,6577,1
0,0,4,6576,1
0,0,1,6575,1
0,0,11,6574,0
0,0,4,6573,1
0,0,13,6572,1
0,1,20,6571,1
0,0,14,6570,1
0,1,4,6569,1
0,0,3,6568,1
0,0,12,6567,0
0,0,14,6566,1
0,0,3,6565,0
0,0,5,6564,1
0,0,17,2451,0
0,0,17,6562,0
0,0,7,6561,1
0,0,19,6560,1
0,0,17,6559,1
0,0,5,6558,1
0,0,2,6557,1
0,0,20,6556,1
0,0,12,6555,1
0,0,1,6554,1
0,0,6,6553,1
0,0,12,6552,1
0,0,11,6551,1
0,0,7,6550,1
0,0,3,6549,0
0,0,14,6548,1
0,0,1,6547,1
0,0,16,6546,1
0,0,1,360,0
0,1,20,6544,1
0,0,7,6543,1
0,0,8,6542,1
0,0,8,6541,1
0,0,13,6540,1
0,0,8,992,0
0,0,14,6538,1
0,0,20,6537,1
0,0,15,6536,1
0,0,12,6535,1
0,0,12,6534,1
1,1,6,123,1
0,0,6,6532,1
0,0,13,6531,0
0,0,3,6530,0
0,0,7,6529,1
0,0,12,6528,1
0,0,15,6527,0
0,0,13,6526,1
0,0,3,6525,1
0,0,11,6524,1
0,1,7,6523,0
0,0,17,6522,0
0,0,10,6521,1
0,0,18,6520,1
0,0,2,6519,1
0,0,12,6518,0
0,0,15,3530,0
0,0,16,6516,1
0,0,5,6515,1
0,0,8,6514,1
0,0,19,3581,1
0,0,17,6512,1
0,0,15,6511,0
0,0,5,6510,0
0,1,8,6509,1
0,0,10,6508,0
0,0,4,6507,1
0,0,14,6506,1
0,0,9,6505,1
0,0,6,6504,0
0,0,9,6503,0
0,1,11,6502,1
0,0,20,6501,0
0,0,15,6500,1
0,0,9,6499,1
0,0,12,6498,0
0,0,17,6497,1
0,0,15,6496,1
0,0,5,6495,1
1,0,10,3475,0
0,0,8,6493,1
0,0,10,6492,0
1,0,3,6475,1
0,0,14,6490,0
0,0,16,6489,1
0,0,17,6488,0
0,0,16,6487,1
0,0,6,6486,0
0,0,19,6485,1
0,0,11,6484,1
0,0,9,6483,1
0,0,13,6482,0
0,0,14,6481,1
0,0,2,6480,1
0,0,14,6479,0
0,0,5,4419,1
0,0,20,6477,1
0,0,2,6476,1
0,0,17,6475,0
0,0,8,6474,0
1,0,19,6473,0
0,0,16,6472,0
0,0,18,6471,1
0,0,19,6470,1
0,0,12,6469,1
0,0,4,6468,0
0,0,9,6467,0
0,0,5,6466,1
0,0,12,6465,1
0,0,12,6464,1
0,0,2,6463,1
0,0,19,6462,1
0,0,11,6461,1
0,0,9,6460,1
0,0,10,6459,1
0,0,16,6458,1
0,1,6,6457,0
0,0,17,6456,0
0,1,19,6455,0
0,0,10,6454,1
0,0,10,6453,0
0,0,6,6452,1
0,0,7,6451,1
1,0,4,2825,1
0,1,13,6449,1
0,0,8,6448,1
0,0,8,6447,1
0,0,14,6446,1
0,1,19,6445,1
0,0,15,6444,1
0,0,4,6443,0
0,0,18,6442,1
0,0,16,6441,1
0,1,15,6440,1
0,1,15,6439,1
0,0,1,6438,1
0,0,17,6437,1
0,0,6,6436,1
0,0,20,6435,1
0,0,3,6434,1
0,0,17,6433,1
0,1,7,6432,0
0,0,9,6431,1
0,0,9,6430,1
0,0,2,6429,1
0,0,17,6428,1
0,1,14,6427,1
0,0,3,6426,1
0,1,4,6425,0
0,0,7,6424,0
0,0,11,6423,1
0,0,4,6422,1
0,0,8,6421,1
0,0,13,6420,1
0,0,7,4953,1
0,0,19,6418,0
1,0,10,6142,0
0,0,8,6416,1
0,1,6,6415,1
0,0,17,6414,1
0,0,14,6413,1
0,0,9,6412,1
0,0,20,6411,1
0,0,19,6410,1
1,0,6,5742,1
0,0,4,6408,1
0,0,16,6407,1
0,0,1,6406,1
0,1,7,6405,1
0,0,20,6404,1
0,0,2,6403,1
0,0,19,6402,1
0,0,13,6401,1
0,0,9,6400,1
0,0,8,6399,0
0,1,7,6398,1
0,0,19,6397,1
0,0,12,6396,1
0,0,12,6395,0
0,0,14,6394,1
0,0,13,6393,0
0,0,17,6392,1
0,0,3,6391,1
0,0,19,6390,1
0,0,20,6389,1
0,0,11,6388,0
1,1,13,200,1
0,0,11,6386,1
0,0,6,6385,1
0,0,17,6384,1
0,0,7,6383,1
0,1,1,6382,1
0,0,6,6381,1
1,0,18,3614,1
0,0,3,6379,1
1,0,4,6378,1
0,1,3,6377,0
0,0,3,6376,0
0,0,15,6375,1
0,0,14,6374,1
0,1,4,6373,0
0,0,6,1532,0
0,0,5,6371,1
0,0,19,6370,0
0,1,3,6369,1
0,0,8,6368,0
0,0,10,6367,1
0,0,9,2297,1
0,0,1,6365,0
0,0,12,6364,1
0,1,10,6363,1
0,0,10,2161,0
0,0,14,6361,0
0,0,12,6360,0
0,0,13,6359,1
0,0,5,6358,0
0,0,2,6357,0
0,1,2,6356,1
0,0,15,6355,0
0,0,16,6354,1
0,0,10,6353,0
0,0,18,6352,1
0,0,16,6351,0
0,0,10,1936,0
0,0,18,6349,1
0,0,7,6348,1
0,0,12,6347,0
1,0,8,3468,0
0,0,18,6345,1
0,0,20,6344,1
0,0,7,6343,0
0,0,15,6342,1
0,0,20,6341,0
0,1,1,6340,1
0,1,9,6339,1
0,0,12,6338,1
0,0,18,6337,1
0,1,15,6336,0
0,0,12,6335,1
0,0,5,6334,0
0,0,10,6333,1
0,0,11,6332,0
0,0,1,6331,1
0,0,16,6330,1
0,0,16,6329,0
0,0,2,6328,1
0,0,1,6327,1
0,0,2,6326,1
0,0,9,6325,1
0,0,13,5896,1
0,0,16,6323,0
0,0,4,6322,0
0,0,18,6321,1
1,0,10,6320,1
1,0,11,6319,0
0,0,3,6318,1
0,1,1,6317,1
0,1,5,6316,0
0,1,18,6315,1
0,1,18,6314,0
0,0,14,2064,0
0,0,6,6312,0
0,0,7,6311,0
0,0,11,6310,0
0,1,5,6309,1
0,0,8,6308,1
0,0,20,6307,1
0,0,17,6306,0
1,0,12,2196,1
0,0,15,6304,1
0,0,5,6303,0
0,0,15,6302,1
0,0,9,6301,1
0,0,1,6300,1
0,0,15,6299,0
0,0,18,6298,1
0,0,10,6297,1
0,0,12,6296,1
1,0,18,400,1
0,0,17,6294,0
0,0,3,6293,0
0,0,12,6292,1
0,0,8,6291,1
0,1,7,6290,0
0,0,16,6289,0
0,0,12,6288,0
0,0,10,6287,1
0,0,19,4437,1
0,0,12,6285,1
0,1,13,6284,1
0,0,13,6283,1
0,0,2,6282,0
0,0,19,6281,1
0,0,8,6280,1
0,0,4,6279,1
0,0,15,6278,1
1,0,8,4604,1
0,0,20,6276,1
0,1,6,6275,1
0,0,19,6274,1
0,0,15,6273,1
0,0,10,6272,1
0,0,4,6271,1
0,1,6,6270,0
0,0,3,6269,0
0,0,19,6268,0
0,0,7,6267,1
0,0,6,6266,1
0,0,6,6265,1
0,0,1,6264,1
0,0,20,6263,1
0,1,17,6262,1
0,0,5,6261,1
0,0,15,6260,1
0,0,19,6259,1
0,0,9,6258,1
0,1,5,6257,1
0,0,13,6256,1
0,0,5,6255,1
1,0,14,4447,0
0,0,13,6253,1
0,0,4,6252,1
0,0,19,6251,1
0,0,15,6250,1
0,0,3,6249,1
0,0,8,6248,0
0,0,9,6247,1
0,0,1,6246,1
1,1,4,487,1
0,0,9,6244,1
0,0,10,802,0
0,0,20,6242,1
1,0,3,4881,1
0,0,8,6240,1
0,0,15,6239,0
0,0,11,6238,1
0,0,3,6237,0
0,1,17,6236,1
0,0,15,6235,1
0,0,15,6234,1
0,0,4,6233,1
0,1,18,6232,1
0,0,17,6231,0
0,0,2,6230,1
0,1,12,6229,1
0,1,14,6228,1
0,0,10,6227,0
1,0,5,3784,1
0,0,11,6225,0
0,0,1,6224,1
0,0,6,6223,1
0,0,10,6222,0
0,0,14,6221,1
0,0,20,6220,1
0,0,15,6219,0
0,0,20,6218,0
0,0,1,1508,1
0,0,8,6216,1
0,0,4,6215,1
0,0,17,6214,1
0,0,11,6213,1
0,0,4,6212,1
1,0,17,6211,1
0,0,2,6210,1
0,0,10,6209,1
0,0,10,6208,1
0,1,12,6207,1
0,0,11,6206,1
0,0,13,6205,1
0,0,11,6204,1
0,0,1,6203,1
0,0,4,6202,1
0,0,15,6201,0
0,0,6,3178,1
0,0,20,6199,0
0,0,19,6198,1
0,0,11,6197,1
0,0,18,6196,1
0,0,9,6195,0
0,0,3,6194,1
0,0,2,6193,1
1,0,11,1505,0
0,0,17,6191,1
0,0,5,6190,1
0,0,18,6189,1
0,1,12,6188,1
1,0,16,5708,1
0,0,4,6186,1
1,0,18,6185,1
0,0,18,6184,1
1,0,5,6183,1
0,0,9,6182,1
